,proba_m1,proba_m2,bayes_factor,scale1,scale2,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,comparison,group1,group2
ENSG00000183340.7,0.5976,0.4024,0.39547500691578497,9.05457e-05,5.8498936e-05,8.521428571428572,3.5630841121495327,0.39285714285714285,0.23130841121495327,1.026478989138272,0.4883700502637868,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000204257.15,0.5976,0.4024,0.39547500691578497,0.00018796825,6.378801e-05,16.435714285714287,5.074766355140187,0.5428571428571428,0.2546728971962617,1.4865165026145928,0.5927824275626455,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000052795.13,0.5974,0.40259999999999996,0.39464338447697256,0.00013634289,6.3681764e-05,11.2,5.046728971962617,0.40714285714285714,0.3341121495327103,0.9596144388578154,0.5395104553932975,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000118508.5,0.5974,0.40259999999999996,0.39464338447697256,0.00036683714,0.00019144491,29.5,14.759345794392523,0.6285714285714286,0.4976635514018692,2.453779540971096,1.9100460655586036,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000167114.13,0.5974,0.40259999999999996,0.39464338447697256,0.00014018215,3.9108483e-05,7.685714285714286,3.3294392523364484,0.38571428571428573,0.24065420560747663,0.9271584685247888,0.361308456242162,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000142102.16,0.5972,0.40280000000000005,0.3938118967392208,1.5555395e-05,1.1284473e-05,1.5357142857142858,1.5420560747663552,0.15,0.1261682242990654,0.10953737258785372,0.15517415398519713,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000100532.13,0.5972,0.40280000000000005,0.3938118967392208,0.00031840213,3.7350423e-05,4.107142857142857,3.0303738317757007,0.3,0.14719626168224298,0.3812581189615653,0.37230655541677454,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000148339.13,0.597,0.403,0.39298054338244226,7.847126e-06,1.5424697e-06,0.8642857142857143,0.17990654205607476,0.10714285714285714,0.03271028037383177,0.06191117675083075,0.017072288532456233,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000080839.12,0.597,0.403,0.39298054338244226,9.1228845e-05,4.237121e-05,8.185714285714285,3.6658878504672896,0.37142857142857144,0.1822429906542056,0.7201688169691394,0.3708094469523065,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000099330.9,0.5968,0.4032,0.39214932408683734,0.00030496647,3.3394004e-05,5.457142857142857,2.032710280373832,0.22857142857142856,0.1378504672897196,0.38466852008651253,0.27470830859103107,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
